route_id,service_id,trip_id,direction_id,shape_id
223,130895,63868311,1,track-164589
223,130895,63868312,0,track-164588
223,130895,63868313,1,track-164589
223,130895,63868314,0,track-164588
223,130895,63868316,1,track-164589
223,130895,63868317,0,track-164588
223,130895,63868318,1,track-164589
223,130895,63868319,0,track-164588
223,130895,63868320,1,track-164589
223,130895,63868321,0,track-164588
223,130895,63868322,1,track-164589
223,130895,63868323,0,track-164588
223,130895,63868324,1,track-164589
223,130895,63868326,1,track-164589
223,130895,63868327,0,track-164588
223,130895,63868328,1,track-164589
223,130895,63868329,0,track-164588
223,130895,63868330,1,track-164589
223,130895,63868331,0,track-164588
223,130895,63868332,1,track-164589
223,130895,63868333,0,track-164588
223,130895,63868334,1,track-164589
223,130895,63868335,0,track-164588
223,130895,63868337,1,track-164589
223,130895,63868338,0,track-164588
223,130895,63868339,1,track-164589
223,130895,63868340,0,track-164588
223,130895,63868341,1,track-164589
223,130895,63868342,0,track-164588
223,130895,63868343,1,track-164589
223,130895,63868344,0,track-164588
223,130895,63868346,1,track-164589
223,130895,63868347,0,track-164588
223,130895,63868348,1,track-164589
223,130895,63868349,0,track-164588
223,130895,63868350,1,track-164589
223,130895,63868351,0,track-164588
223,130895,63868352,1,track-164589
223,130875,63868599,0,track-164588
223,130875,63868600,1,track-164589
223,130875,63868601,0,track-164588
223,130875,63868602,1,track-164589
223,130875,63868603,0,track-164588
223,130875,63868604,1,track-164589
223,130875,63868605,0,track-164588
223,130875,63868606,1,track-164589
223,130875,63868607,0,track-164588
223,130875,63868609,1,track-164589
223,130875,63868610,0,track-164588
223,130875,63868611,1,track-164589
223,130875,63868612,0,track-164588
223,130875,63868613,1,track-164589
223,130875,63868614,0,track-164588
223,130875,63868615,1,track-164589
223,130875,63868616,0,track-164588
223,130875,63868618,1,track-164589
223,130875,63868619,0,track-164588
223,130875,63868620,1,track-164589
223,130875,63868621,0,track-164588
223,130875,63868622,1,track-164589
223,130875,63868623,0,track-164588
223,130875,63868624,1,track-164589
223,130875,63868625,0,track-164588
223,130875,63869009,0,track-164588
223,130875,63869010,1,track-164589
223,130875,63869011,0,track-164588
223,130875,63869012,1,track-164589
223,130875,63869013,0,track-164588
223,130875,63869014,1,track-164589
223,130875,63869015,0,track-164588
223,130875,63869016,1,track-164589
223,130875,63869017,0,track-164588
223,130875,63869019,1,track-164589
223,130875,63869020,0,track-164588
223,130875,63869021,1,track-164589
223,130875,63869022,0,track-164588
223,130875,63869023,1,track-164589
223,130875,63869024,0,track-164588
223,130875,63869025,1,track-164589
223,130875,63869026,0,track-164588
223,130875,63869028,1,track-164589
223,130875,63869029,0,track-164588
223,130875,63869030,1,track-164589
223,130875,63869031,0,track-164588
223,130875,63869032,1,track-164589
223,130875,63869033,0,track-164588
223,130875,63869034,1,track-164589
223,130875,63869035,0,track-164588
223,130875,63869036,1,track-164589
223,130875,63869037,0,track-164588
223,130875,63869038,1,track-164589
223,130875,63869040,1,track-164589
223,130875,63869041,0,track-164588
223,130875,63869042,1,track-164589
223,130875,63869043,0,track-164588
223,130875,63869044,1,track-164589
223,130875,63869045,0,track-164588
223,130875,63869046,1,track-164589
223,130875,63869047,0,track-164588
223,130875,63869049,1,track-164589
223,130875,63869050,0,track-164588
223,130875,63869051,1,track-164589
223,130875,63869052,0,track-164588
