route_id,agency_id,route_short_name,route_long_name,route_type,transport_type,circular,urban,night
1104,orgp,47,Малая Балканская ул. - Московская пл.,3,trolley,0,1,0
1904,orgp,2,Ул. Шаврова - Глухарская ул.,3,trolley,0,1,0
1114,orgp,23,Пр. Солидарности - Боткинская ул.,0,tram,0,1,0
1115,orgp,24,"Ст. метро ""Рыбацкое"" - Перекупной пер.",0,tram,0,1,0
1116,orgp,25,"Ст. метро ""Купчино"" - Ул. Марата",0,tram,0,1,0
1117,orgp,21,Приморский пр. - Придорожная аллея,0,tram,0,1,0
1118,orgp,27,"Ст. метро ""Рыбацкое"" - Река Оккервиль",0,tram,0,1,0
1119,orgp,29,Мясокомбинат - Трамвайный парк № 1,0,tram,0,1,0
1120,orgp,47,Ул. Шаврова - Удельный парк,0,tram,0,1,0
1122,orgp,40,Тихорецкий пр. - Детская ул.,0,tram,0,1,0
1123,orgp,36,Пос. Стрельна - Оборонная ул.,0,tram,0,1,0
1124,orgp,38,"Пр. Мечникова - Ж.-д. станция ""Кушелевка""",0,tram,0,1,0
1125,orgp,А,Река Оккервиль - Ул. Коллонтай,0,tram,0,1,0
1127,orgp,62,"Малая Балканская ул. - Ст. метро ""Купчино""",0,tram,0,1,0
1128,orgp,100,Ж.-д. станция Ручьи - Придорожная аллея,0,tram,0,1,0
1129,orgp,65,Река Оккервиль - Невский завод,0,tram,0,1,0
1130,orgp,64,"Ж.-д. станция ""Ржевка"" - Станция метро ""Ладожская""",0,tram,0,1,0
1131,orgp,48,"Лахтинский разлив - Ж.-д. станция ""Кушелевка""",0,tram,0,1,0
1133,orgp,49,Малая Балканская ул. - Ул. Марата,0,tram,0,1,0
1135,orgp,45,"Ст. метро ""Купчино"" - Пр. Юрия Гагарина",0,tram,0,1,0
1136,orgp,52,"Ж.-д. платформа ""Сосновая Поляна"" - Завод ""Северная верфь""",0,tram,0,1,0
1137,orgp,41,"Завод ""Северная верфь"" - Пл. Тургенева",0,tram,0,1,0
1138,orgp,55,Придорожная аллея - Ул. Шаврова,0,tram,0,1,0
1139,orgp,56,"Завод ""Северная верфь"" - Ул. Маршала Казакова",0,tram,0,1,0
1140,orgp,60,"ЛЭМЗ - Завод ""Северная Верфь""",0,tram,0,1,0
1141,orgp,59,"Трамвайное депо - Станция метро ""Ладожская""",0,tram,0,1,0
1142,orgp,58,Ул. Жени Егоровой - Пр. Культуры,0,tram,0,1,0
1143,orgp,61,"Суздальский пр. - Ст. метро ""Выборгская""",0,tram,0,1,0
3449,orgp,1,Ул. Кораблестроителей - Детская ул.,0,tram,0,1,0
3646,orgp,3,Пл. Репина - Пл. Ленина,0,tram,0,1,0
4235,orgp,39,Обуховский завод - Перекупной пер.,0,tram,0,1,0
6687,orgp,63,"Ул. Передовиков - Станция метро ""Ладожская""",0,tram,0,1,0
7726,orgp,А.,Река Оккервиль - Ул. Коллонтай,0,tram,0,1,0
1126,orgp,57,Тихорецкий пр. - Пр. Луначарского,0,tram,0,1,0
1105,orgp,6,Ул. Кораблестроителей - Пл. Ленина,0,tram,0,1,0
1106,orgp,7,Малая Охта - пр. Солидарности,0,tram,0,1,0
1107,orgp,9,"Пр. Мечникова - Ст. метро ""Удельная""",0,tram,0,1,0
1108,orgp,10,Пр. Солидарности - Ул. Передовиков,0,tram,0,1,0
1109,orgp,8,"Хасанская улица - Станция метро ""Ладожская""",0,tram,0,1,0
1121,orgp,30,"Станция метро ""Ладожская"" - Перекупной пер.",0,tram,0,1,0
1132,orgp,43,"Ст. метро ""Купчино"" - Ст. метро ""Московские ворота""",0,tram,0,1,0
1110,orgp,16,Карбюраторный завод - Пл. Стачек,0,tram,0,1,0
1111,orgp,19,"Лахтинский Разлив - Ж.-д. станция ""Старая Деревня""",0,tram,0,1,0
1112,orgp,18,"Ул. Шаврова - Ст. метро ""Старая Деревня""",0,tram,0,1,0
1113,orgp,20,Пр. Культуры - Пл. Ленина,0,tram,0,1,0
